Kontenplan;ID;Buchungskonto;Bezeichnung;Übergeordnetes Konto;Kontenklasse;Benutzerdefinierte Kontengruppe;Status
SKR42;;47000;Erlösschmälerungen;ref:47000;4: Einnahmen;;0
SKR42;;47010;Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG;ref:47010;4: Einnahmen;;0
SKR42;;47020;Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2 bis 7 UStG;ref:47020;4: Einnahmen;;0
SKR42;;47030;Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug;ref:47030;4: Einnahmen;;0
SKR42;;47040;Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug;ref:47040;4: Einnahmen;;0
SKR42;;47050;Erlösschmälerungen aus steuerfreien Umsätzen § 4 Nr. 1a UStG;ref:47050;4: Einnahmen;;0
SKR42;;47060;Erlösschmälerungen für steuerfreie innergemeinschaftliche Dreiecksgeschäfte nach § 25b Abs. 2 und 4 UStG;ref:47060;4: Einnahmen;;0
SKR42;;47100;Erlösschmälerungen 7 % USt;ref:47100;4: Einnahmen;;0
SKR42;;47190;Erlösschmälerungen 0 % Ust;ref:47190;4: Einnahmen;;0
SKR42;;47200;Erlösschmälerungen 19 % USt;ref:47200;4: Einnahmen;;0
SKR42;;47240;Erlösschmälerungen aus steuerfreien innergemeinschaftlichen Lieferungen;ref:47240;4: Einnahmen;;0
SKR42;;47250;Erlösschmälerungen aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt;ref:47250;4: Einnahmen;;0
SKR42;;47260;Erlösschmälerungen aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt;ref:47260;4: Einnahmen;;0
SKR42;;47270;Erlösschmälerungen aus im anderen EU-Land steuerpflichtigen Lieferungen;ref:47270;4: Einnahmen;;0
SKR42;;47300;Gewährte Skonti;ref:47300;4: Einnahmen;;0
SKR42;;47310;Gewährte Skonti 7 % USt;ref:47310;4: Einnahmen;;0
SKR42;;47360;Gewährte Skonti 19 % USt;ref:47360;4: Einnahmen;;0
SKR42;;47380;Gewährte Skonti a. Lieferungen v. Mobilfunkgeräten etc., für die der Leistungsempfänger die USt nach § 13b Abs. 2 Nr. 10 UStG schuldet;ref:47380;4: Einnahmen;;0
SKR42;;47410;Gewährte Skonti aus Leistungen, für die der Leistungsempfänger die USt nach § 13b UStG schuldet;ref:47410;4: Einnahmen;;0
SKR42;;47420;Gewährte Skonti aus Erlöse aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen, für die der Leistungsempfänger die USt schuldet;ref:47420;4: Einnahmen;;0
SKR42;;47430;Gewährte Skonti aus steuerfreien innergemeinschaftlichen Lieferungen § 4 Nr. 1b UStG;ref:47430;4: Einnahmen;;0
SKR42;;47450;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen;ref:47450;4: Einnahmen;;0
SKR42;;47460;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt;ref:47460;4: Einnahmen;;0
SKR42;;47480;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt;ref:47480;4: Einnahmen;;0
SKR42;;47500;Gewährte Boni 7 % USt;ref:47500;4: Einnahmen;;0
SKR42;;47600;Gewährte Boni 19 % USt;ref:47600;4: Einnahmen;;0
SKR42;;47690;Gewährte Boni;ref:47690;4: Einnahmen;;0
SKR42;;47700;Gewährte Rabatte;ref:47700;4: Einnahmen;;0
SKR42;;47800;Gewährte Rabatte 7 % USt;ref:47800;4: Einnahmen;;0
SKR42;;47900;Gewährte Rabatte 19 % USt;ref:47900;4: Einnahmen;;0
SKR42;;48200;Andere aktivierte Eigenleistungen;ref:48200;4: Einnahmen;;0
SKR42;;48240;Aktivierte Eigenleistungen (den Herstellungskosten zurechenbare Fremdkapitalzinsen);ref:48240;4: Einnahmen;;0
SKR42;;48280;Zuschüsse von Verbänden und Behörden;ref:48280;4: Einnahmen;;0
SKR42;;48290;Sonstige Zuschüsse;ref:48290;4: Einnahmen;;0
SKR42;;48300;Sonstige betriebliche Erträge;ref:48300;4: Einnahmen;;0
SKR42;;48320;Sonstige betriebliche Erträge von verbundenen Unternehmen;ref:48320;4: Einnahmen;;0
SKR42;;48330;Andere Nebenerlöse;ref:48330;4: Einnahmen;;0
SKR42;;48340;Sonstige Erträge betrieblich und regelmäßig 16 % USt;ref:48340;4: Einnahmen;;0
SKR42;;48350;Sonstige Erträge betrieblich und regelmäßig;ref:48350;4: Einnahmen;;0
SKR42;;48360;Sonstige Erträge betrieblich und regelmäßig 19 % USt;ref:48360;4: Einnahmen;;0
SKR42;;48370;Sonstige Erträge betriebsfremd und regelmäßig;ref:48370;4: Einnahmen;;0
SKR42;;48380;Erstattete Vorsteuer anderer Länder;ref:48380;4: Einnahmen;;0
SKR42;;48390;Sonstige Erträge unregelmäßig;ref:48390;4: Einnahmen;;0
SKR42;;48400;Erträge aus der Währungsumrechnung;ref:48400;4: Einnahmen;;0
SKR42;;48410;Sonstige Erträge betrieblich und regelmäßig, steuerfrei § 4 Nr. 8 ff. UStG;ref:48410;4: Einnahmen;;0
SKR42;;48420;Sonstige betriebliche Erträge, steuerfrei z. B. § 4 Nr. 2 bis 7 UStG;ref:48420;4: Einnahmen;;0
SKR42;;48430;Erträge aus Bewertung Finanzmittelfonds;ref:48430;4: Einnahmen;;0
SKR42;;48440;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn);ref:48440;4: Einnahmen;;0
SKR42;;48450;Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchgewinn);ref:48450;4: Einnahmen;;0
SKR42;;48470;Erträge aus der Währungsumrechnung (nicht § 256a HGB);ref:48470;4: Einnahmen;;0
SKR42;;48480;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn);ref:48480;4: Einnahmen;;0
SKR42;;48490;Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn);ref:48490;4: Einnahmen;;0
SKR42;;48500;Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchgewinn);ref:48500;4: Einnahmen;;0
SKR42;;48510;Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn);ref:48510;4: Einnahmen;;0
SKR42;;48520;Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn);ref:48520;4: Einnahmen;;0
SKR42;;48550;Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn);ref:48550;4: Einnahmen;;0
SKR42;;48560;Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn);ref:48560;4: Einnahmen;;0
SKR42;;48570;Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn);ref:48570;4: Einnahmen;;0
SKR42;;48580;Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (Restbuchwert bei Buchgewinn);ref:48580;4: Einnahmen;;0
SKR42;;48600;Grundstückserträge;ref:48600;4: Einnahmen;;0
SKR42;;48610;Erlöse aus Vermietung und Verpachtung, umsatzsteuerfrei § 4 Nr. 12 UStG;ref:48610;4: Einnahmen;;0
SKR42;;48620;Erlöse aus Vermietung und Verpachtung 19 % USt;ref:48620;4: Einnahmen;;0
SKR42;;48630;Erlöse aus Vermietung und Verpachtung 7 % USt;ref:48630;4: Einnahmen;;0
SKR42;;48650;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens 19 % USt für § 4 Abs. 3 S. 4 EStG;ref:48650;4: Einnahmen;;0
SKR42;;48660;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 S. 4 EStG;ref:48660;4: Einnahmen;;0
SKR42;;48670;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 S. 4 EStG und § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG;ref:48670;4: Einnahmen;;0
SKR42;;48690;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 S. 4 EStG;ref:48690;4: Einnahmen;;0
SKR42;;49010;Erträge aus der Veräußerung von Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG;ref:49010;4: Einnahmen;;0
SKR42;;49040;Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG (Buchwert bei Buchgewinn);ref:49040;4: Einnahmen;;0
SKR42;;49050;Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte);ref:49050;4: Einnahmen;;0
SKR42;;49060;Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG;ref:49060;4: Einnahmen;;0
SKR42;;49250;Erträge aus abgeschriebenen Forderungen;ref:49250;4: Einnahmen;;0
SKR42;;49270;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 3 EStG;ref:49270;4: Einnahmen;;0
SKR42;;49290;Erträge aus der Auflösung der Rücklage für Ersatzbeschaffung, R 6.6 EStR;ref:49290;4: Einnahmen;;0
SKR42;;49350;Erträge aus der Auflösung sonstiger steuerlicher Rücklagen;ref:49350;4: Einnahmen;;0
SKR42;;49380;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 4g EStG;ref:49380;4: Einnahmen;;0
SKR42;;49400;Verrechnete sonstige Sachbezüge (keine Waren);ref:49400;4: Einnahmen;;0
SKR42;;49410;Sachbezüge 7 % USt (Waren);ref:49410;4: Einnahmen;;0
SKR42;;49440;Verrechnete sonstige Sachbezüge aus Fahrzeug-Gestellung zum ermäßigten Umsatzsteuersatz;ref:49440;4: Einnahmen;;0
SKR42;;49450;Sachbezüge 19 % USt (Waren);ref:49450;4: Einnahmen;;0
SKR42;;49460;Verrechnete sonstige Sachbezüge;ref:49460;4: Einnahmen;;0
SKR42;;49470;Verrechnete sonstige Sachbezüge aus Fahrzeug-Gestellung 19 % USt;ref:49470;4: Einnahmen;;0
SKR42;;49480;Verrechnete sonstige Sachbezüge 19 % USt;ref:49480;4: Einnahmen;;0
SKR42;;49490;Verrechnete sonstige Sachbezüge ohne Umsatzsteuer;ref:49490;4: Einnahmen;;0
SKR42;;49600;Periodenfremde Erträge;ref:49600;4: Einnahmen;;0
SKR42;;49700;Versicherungsentschädigungen und Schadenersatzleistungen;ref:49700;4: Einnahmen;;0
SKR42;;49720;Erstattungen Aufwendungsausgleichsgesetz;ref:49720;4: Einnahmen;;0
SKR42;;49750;Investitionszuschüsse (steuerpflichtig);ref:49750;4: Einnahmen;;0
SKR42;;49800;Investitionszulagen (steuerfrei);ref:49800;4: Einnahmen;;0
SKR42;;49810;Steuerfreie Erträge aus der Auflösung von steuerlichen Rücklagen;ref:49810;4: Einnahmen;;0
SKR42;;49820;Sonstige steuerfreie Betriebseinnahmen;ref:49820;4: Einnahmen;;0
SKR42;;49860;Ertrag aus pauschaler Vorsteuer § 23a UStG;ref:49860;4: Einnahmen;;0
SKR42;;49870;Erträge aus der Aktivierung unentgeltlich erworbener Vermögensgegenstände;ref:49870;4: Einnahmen;;0
SKR42;;49890;Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre;ref:49890;4: Einnahmen;;0
SKR42;;49920;Erträge aus Verwaltungskostenumlagen;ref:49920;4: Einnahmen;;0
SKR42;;50000;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;ref:50000;5: Ausgaben;;0
SKR42;;51000;Einkauf Roh-, Hilfs- und Betriebsstoffe;ref:51000;5: Ausgaben;;0
SKR42;;51100;Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;ref:51100;5: Ausgaben;;0
SKR42;;51290;Einkauf Roh-, Hilfs- und Betriebsstoffe ohne Vorsteuerabzug;ref:51290;5: Ausgaben;;0
SKR42;;51300;Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;ref:51300;5: Ausgaben;;0
SKR42;;51600;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;ref:51600;5: Ausgaben;;0
SKR42;;51620;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;ref:51620;5: Ausgaben;;0
SKR42;;51660;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer;ref:51660;5: Ausgaben;;0
SKR42;;51670;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer;ref:51670;5: Ausgaben;;0
SKR42;;51700;Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer;ref:51700;5: Ausgaben;;0
SKR42;;51710;Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % Vorsteuer;ref:51710;5: Ausgaben;;0
SKR42;;51750;Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer;ref:51750;5: Ausgaben;;0
SKR42;;51760;Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer;ref:51760;5: Ausgaben;;0
SKR42;;51890;Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;ref:51890;5: Ausgaben;;0
SKR42;;51900;Energiestoffe (Fertigung);ref:51900;5: Ausgaben;;0
SKR42;;51910;Energiestoffe (Fertigung) 7 % Vorsteuer;ref:51910;5: Ausgaben;;0
SKR42;;51920;Energiestoffe (Fertigung) 19 % Vorsteuer;ref:51920;5: Ausgaben;;0
SKR42;;52000;Wareneingang;ref:52000;5: Ausgaben;;0
SKR42;;53000;Wareneingang 7 % Vorsteuer;ref:53000;5: Ausgaben;;0
SKR42;;53470;Wareneingang 7 % Vorsteuer;ref:53470;5: Ausgaben;;0
SKR42;;53490;Wareneingang ohne Vorsteuerabzug;ref:53490;5: Ausgaben;;0
SKR42;;54000;Wareneingang 19 % Vorsteuer;ref:54000;5: Ausgaben;;0
SKR42;;54180;Wareneingang 19 % Vorsteuer;ref:54180;5: Ausgaben;;0
SKR42;;54200;Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;ref:54200;5: Ausgaben;;0
SKR42;;54250;Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;ref:54250;5: Ausgaben;;0
SKR42;;54300;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer;ref:54300;5: Ausgaben;;0
SKR42;;54350;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer;ref:54350;5: Ausgaben;;0
SKR42;;54400;Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 19 % Vorsteuer und 19 % Umsatzsteuer;ref:54400;5: Ausgaben;;0
SKR42;;55050;Wareneingang 5,5 % Vorsteuer;ref:55050;5: Ausgaben;;0
SKR42;;55400;Wareneingang zum Durchschnittssatz nach § 24 UStG 9,0 % Vorsteuer;ref:55400;5: Ausgaben;;0
SKR42;;55500;Steuerfreier innergemeinschaftlicher Erwerb;ref:55500;5: Ausgaben;;0
SKR42;;55510;Wareneingang im Drittland steuerbar;ref:55510;5: Ausgaben;;0
SKR42;;55520;Erwerb 1. Abnehmer innerhalb eines Dreieckgeschäftes;ref:55520;5: Ausgaben;;0
SKR42;;55530;Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;ref:55530;5: Ausgaben;;0
SKR42;;55580;Wareneingang im anderen EU-Land steuerbar;ref:55580;5: Ausgaben;;0
SKR42;;55590;Steuerfreie Einfuhren;ref:55590;5: Ausgaben;;0
SKR42;;55600;Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer;ref:55600;5: Ausgaben;;0
SKR42;;55650;Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer;ref:55650;5: Ausgaben;;0
SKR42;;56000;Nicht abziehbare Vorsteuer;ref:56000;5: Ausgaben;;0
SKR42;;56100;Nicht abziehbare Vorsteuer 7 %;ref:56100;5: Ausgaben;;0
SKR42;;56600;Nicht abziehbare Vorsteuer 19 %;ref:56600;5: Ausgaben;;0
SKR42;;57000;Nachlässe;ref:57000;5: Ausgaben;;0
SKR42;;57010;Nachlässe aus Einkauf Roh-, Hilfsund Betriebsstoffe;ref:57010;5: Ausgaben;;0
SKR42;;57100;Nachlässe 7 % Vorsteuer;ref:57100;5: Ausgaben;;0
SKR42;;57140;Nachlässe aus Einkauf Roh-, Hilfsund Betriebsstoffe 7 % Vorsteuer;ref:57140;5: Ausgaben;;0
SKR42;;57150;Nachlässe aus Einkauf Roh-, Hilfsund Betriebsstoffe 19 % Vorsteuer;ref:57150;5: Ausgaben;;0
SKR42;;57170;Nachlässe aus Einkauf Roh-, Hilfsund Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;ref:57170;5: Ausgaben;;0
SKR42;;57180;Nachlässe aus Einkauf Roh-, Hilfsund Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;ref:57180;5: Ausgaben;;0
SKR42;;57200;Nachlässe 19 % Vorsteuer;ref:57200;5: Ausgaben;;0
SKR42;;57240;Nachlässe aus innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;ref:57240;5: Ausgaben;;0
SKR42;;57250;Nachlässe aus innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;ref:57250;5: Ausgaben;;0
SKR42;;57300;Erhaltene Skonti;ref:57300;5: Ausgaben;;0
SKR42;;57310;Erhaltene Skonti 7 % Vorsteuer;ref:57310;5: Ausgaben;;0
SKR42;;57330;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe;ref:57330;5: Ausgaben;;0
SKR42;;57340;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;ref:57340;5: Ausgaben;;0
SKR42;;57360;Erhaltene Skonti 19 % Vorsteuer;ref:57360;5: Ausgaben;;0
SKR42;;57380;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;ref:57380;5: Ausgaben;;0
SKR42;;57410;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;ref:57410;5: Ausgaben;;0
SKR42;;57430;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;ref:57430;5: Ausgaben;;0
SKR42;;57440;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb;ref:57440;5: Ausgaben;;0
SKR42;;57450;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb;ref:57450;5: Ausgaben;;0
SKR42;;57460;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;ref:57460;5: Ausgaben;;0
SKR42;;57480;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;ref:57480;5: Ausgaben;;0
SKR42;;57500;Erhaltene Boni 7 % Vorsteuer;ref:57500;5: Ausgaben;;0
SKR42;;57530;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe;ref:57530;5: Ausgaben;;0
SKR42;;57540;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;ref:57540;5: Ausgaben;;0
SKR42;;57550;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;ref:57550;5: Ausgaben;;0
SKR42;;57600;Erhaltene Boni 19 % Vorsteuer;ref:57600;5: Ausgaben;;0
SKR42;;57690;Erhaltene Boni;ref:57690;5: Ausgaben;;0
SKR42;;57700;Erhaltene Rabatte;ref:57700;5: Ausgaben;;0
SKR42;;57800;Erhaltene Rabatte 7 % Vorsteuer;ref:57800;5: Ausgaben;;0
SKR42;;57830;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe;ref:57830;5: Ausgaben;;0
SKR42;;57840;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;ref:57840;5: Ausgaben;;0
SKR42;;57850;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;ref:57850;5: Ausgaben;;0
SKR42;;57870;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % Vorsteuer;ref:57870;5: Ausgaben;;0
SKR42;;57890;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 9,5 % Vorsteuer;ref:57890;5: Ausgaben;;0
SKR42;;57900;Erhaltene Rabatte 19 % Vorsteuer;ref:57900;5: Ausgaben;;0
SKR42;;57920;Erhaltene Skonti aus Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;ref:57920;5: Ausgaben;;0
SKR42;;57930;Erhaltene Skonti aus Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;ref:57930;5: Ausgaben;;0
SKR42;;57940;Erhaltene Skonti 5,5 % Vorsteuer;ref:57940;5: Ausgaben;;0
SKR42;;57950;Erhaltene Skonti 9,0 % Vorsteuer;ref:57950;5: Ausgaben;;0
SKR42;;57970;Erhaltene Skonti 9,5 % Vorsteuer;ref:57970;5: Ausgaben;;0
SKR42;;57980;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer;ref:57980;5: Ausgaben;;0
SKR42;;58000;Bezugsnebenkosten;ref:58000;5: Ausgaben;;0
SKR42;;58200;Leergut;ref:58200;5: Ausgaben;;0
SKR42;;58400;Zölle und Einfuhrabgaben;ref:58400;5: Ausgaben;;0
SKR42;;58600;Verrechnete Stoffkosten (Gegenkonto zu 50000 - 50999);ref:58600;5: Ausgaben;;0
SKR42;;58850;Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe;ref:58850;5: Ausgaben;;0
SKR42;;59000;Fremdleistungen;ref:59000;5: Ausgaben;;0
SKR42;;59060;Fremdleistungen 19 % Vorsteuer;ref:59060;5: Ausgaben;;0
SKR42;;59080;Fremdleistungen 7 % Vorsteuer;ref:59080;5: Ausgaben;;0
SKR42;;59090;Fremdleistungen ohne Vorsteuer;ref:59090;5: Ausgaben;;0
SKR42;;59100;Bauleistungen eines im Inland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;ref:59100;5: Ausgaben;;0
SKR42;;59130;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;ref:59130;5: Ausgaben;;0
SKR42;;59150;Leistungen eines im Ausland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;ref:59150;5: Ausgaben;;0
SKR42;;59200;Bauleistungen eines im Inland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;ref:59200;5: Ausgaben;;0
SKR42;;59230;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;ref:59230;5: Ausgaben;;0
SKR42;;59250;Leistungen eines im Ausland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;ref:59250;5: Ausgaben;;0
SKR42;;59300;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;ref:59300;5: Ausgaben;;0
SKR42;;59330;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;ref:59330;5: Ausgaben;;0
SKR42;;59350;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;ref:59350;5: Ausgaben;;0
SKR42;;59400;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;ref:59400;5: Ausgaben;;0
SKR42;;59430;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;ref:59430;5: Ausgaben;;0
SKR42;;59450;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;ref:59450;5: Ausgaben;;0
SKR42;;59500;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird;ref:59500;5: Ausgaben;;0
SKR42;;59510;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19 % Vorsteuer und 19 % Umsatzsteuer;ref:59510;5: Ausgaben;;0
SKR42;;59530;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer;ref:59530;5: Ausgaben;;0
SKR42;;59540;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit 19 % Umsatzsteuer;ref:59540;5: Ausgaben;;0
SKR42;;59600;Leistungen nach § 13b UStG mit Vorsteuerabzug;ref:59600;5: Ausgaben;;0
SKR42;;59650;Leistungen nach § 13b UStG ohne Vorsteuerabzug;ref:59650;5: Ausgaben;;0
SKR42;;60000;Löhne und Gehälter;ref:60000;6: Ausgaben;;0
SKR42;;60020;Ehrenamtspauschale;ref:60020;6: Ausgaben;;0
SKR42;;60040;Übungsleiterpauschale;ref:60040;6: Ausgaben;;0
SKR42;;60100;Löhne;ref:60100;6: Ausgaben;;0
SKR42;;60200;Gehälter;ref:60200;6: Ausgaben;;0
SKR42;;60270;Geschäftsführergehälter;ref:60270;6: Ausgaben;;0
SKR42;;60290;Tantiemen Arbeitnehmer;ref:60290;6: Ausgaben;;0
SKR42;;60300;Aushilfslöhne;ref:60300;6: Ausgaben;;0
SKR42;;60350;Löhne für Minijobs;ref:60350;6: Ausgaben;;0
SKR42;;60360;Pauschale Steuer für Minijobber;ref:60360;6: Ausgaben;;0
SKR42;;60390;Pauschale Steuer für Arbeitnehmer;ref:60390;6: Ausgaben;;0
SKR42;;60400;Pauschale Steuer für Aushilfen;ref:60400;6: Ausgaben;;0
SKR42;;60450;Bedienungsgelder;ref:60450;6: Ausgaben;;0
SKR42;;60600;Freiwillige soziale Aufwendungen, lohnsteuerpflichtig;ref:60600;6: Ausgaben;;0
SKR42;;60660;Freiwillige Zuwendungen an Minijobber;ref:60660;6: Ausgaben;;0
